User-added Candidate,LINCS Analog,LINCS Analog Name,Cell Line,Concordance,Similarity
ZINC21351951,LSM-6604,"1-(4-Amino-1,2,5-oxadiazol-3-yl)-5-(azepan-1-ylmethyl)-n-[(2-ethoxyphenyl)methylideneamino]triazole-4-carboxamide",A549,0.234,0.652
ZINC36066300,LSM-38282,BRD-K18891555,VCAP,0.232,0.652
ZINC36277533,LSM-35178,BRD-K05114711,HA1E,0.232,0.652
ZINC33232630,LSM-2954,12K-516S,HA1E,0.232,0.652
ZINC14013830,LSM-2613,Apafant,SKB,0.231,0.652
ZINC60354989,LSM-2403,MLS000095184,HT29,0.23,0.652
ZINC63626174,LSM-2403,MLS000095184,HT29,0.23,0.652
ZINC45047585,LSM-37075,Spermidine,NPC,0.228,0.652
ZINC41036463,LSM-37075,Spermidine,NPC,0.228,0.652
ZINC49066106,LSM-37075,Spermidine,NPC,0.228,0.652
ZINC49248985,LSM-45561,Tipiracil (hydrochloride),A375,0.228,0.652
ZINC67590319,LSM-4469,CHEMDIV3_007318,VCAP,0.227,0.652
ZINC36642610,LSM-3553,MLS-0435541.0001,NPC,0.227,0.652
ZINC33937116,LSM-42284,BRD-K92129795,MCF7,0.226,0.652
ZINC36206510,LSM-4685,Hydroxycamptothecin,PHH,0.224,0.652
ZINC63473005,LSM-40536,BRD-K59722298,MCF7,0.224,0.652
ZINC16363893,LSM-9574,BRD-K19061245,VCAP,0.223,0.652
ZINC52860427,LSM-2714,ST50675383,PC3,0.222,0.652
ZINC36882905,LSM-2714,ST50675383,PC3,0.222,0.652
ZINC10066897,LSM-4145,SMR000250171,A549,0.222,0.652
ZINC11369617,LSM-3192,SMR000043634,HT29,0.221,0.652
ZINC02405825,LSM-2444,ZM-241385,HCC515,0.22,0.652
ZINC62873724,LSM-1858,MLS001060826,HA1E,0.218,0.652
ZINC57849481,LSM-1858,MLS001060826,HA1E,0.218,0.652
ZINC63818316,LSM-2478,STK151112,VCAP,0.217,0.652
ZINC09695168,LSM-11719,BRD-K54051742,VCAP,0.217,0.652
CHEMBL1171792,LSM-3224,6-Methoxy-harmalan,ASC,0.217,0.652
ZINC06193726,LSM-45820,Letermovir,MCF7,0.216,0.652
ZINC16607730,LSM-45687,TIC10,YAPC,0.215,0.652
ZINC41793706,LSM-2290,Desoxypeganine,YAPC,0.215,0.652
ZINC09477852,LSM-39898,BRD-K47463456,MCF7,0.215,0.652
ZINC17080797,LSM-6571,MLS000703473,A375,0.212,0.652
ZINC66203686,LSM-45629,BX471,HA1E,0.209,0.652
ZINC14732599,LSM-37863,BRD-K11624501,VCAP,0.208,0.652
ZINC34686446,LSM-41127,BRD-K70804088,PC3,0.204,0.652
ZINC34686447,LSM-41127,BRD-K70804088,PC3,0.204,0.652
ZINC03841363,LSM-40124,BRD-K51750373,VCAP,0.203,0.652
ZINC19973279,LSM-2983,Capsazepine,NPC,0.202,0.652
ZINC39667172,LSM-36822,BRD-K94498396,MCF7,0.202,0.652
ZINC14075414,LSM-1482,CHEMBL153158,HA1E,0.198,0.652
ZINC16919661,LSM-41155,BRD-K71452159,HT29,0.197,0.652
ZINC60219881,LSM-45488,Mitiglinide calcium,HELA,0.195,0.652
ZINC07471362,LSM-1658,MLS003171622,HEPG2,0.19,0.652
ZINC22239437,LSM-2587,CHEMBL3182990,HCC515,0.19,0.652
ZINC20805349,LSM-3245,VU0405166-2,VCAP,0.186,0.652
ZINC25680447,LSM-45293,PF-04620110,HA1E,0.183,0.652
ZINC12497424,LSM-2483,SR-02000000448,A549,0.18,0.652
ZINC66122706,LSM-3650,MLS000083181,HEPG2,0.178,0.652
ZINC21079416,LSM-37077,Dichlorobenzamil,NPC,0.175,0.652
ZINC19296065,LSM-45739,,YAPC,0.174,0.652
ZINC06301824,LSM-38717,BRD-K26545157,MCF7,0.174,0.652
ZINC35257509,LSM-5938,Trimetazidine,PC3,0.173,0.652
ZINC15089135,LSM-40303,BRD-K55290744,VCAP,0.169,0.652
ZINC36214914,LSM-1864,BDBM16301,A549,0.169,0.652
ZINC23384927,LSM-36779,Merck-Ketone,MCF7,0.168,0.652
ZINC12414127,LSM-36424,ABC 294640,FIBRNPC,0.165,0.652
ZINC35711519,LSM-37324,BRD-K00801367,VCAP,0.163,0.652
ZINC24528364,LSM-3299,MLS-0004183.0001,VCAP,0.43,0.651
ZINC24528367,LSM-3299,MLS-0004183.0001,VCAP,0.43,0.651
ZINC05316502,LSM-1390,Pantoprazole,MCF7,0.366,0.651
ZINC39686970,LSM-39567,BRD-K41513507,MCF7,0.364,0.651
ZINC39686972,LSM-39567,BRD-K41513507,MCF7,0.364,0.651
ZINC39686971,LSM-39567,BRD-K41513507,MCF7,0.364,0.651
ZINC65025212,LSM-1196,C-Fms Inhibitor,PC3,0.359,0.651
ZINC57992685,LSM-1459,MLS001065843,VCAP,0.357,0.651
ZINC12660065,LSM-1569,C29H35NO2,A549,0.354,0.651
ZINC43737303,LSM-1569,C29H35NO2,A549,0.354,0.651
ZINC17913356,LSM-37733,BRD-K08461556,VCAP,0.346,0.651
ZINC28312330,LSM-1522,NCGC00238543-01,A375,0.344,0.651
ZINC10002212,LSM-5013,KI-16425,MCF7,0.334,0.651
ZINC11235947,LSM-5013,KI-16425,MCF7,0.334,0.651
ZINC12478683,LSM-45535,Avagacestat (BMS-708163),YAPC,0.331,0.651
ZINC12716396,LSM-45535,Avagacestat (BMS-708163),YAPC,0.331,0.651
ZINC12716247,LSM-45535,Avagacestat (BMS-708163),YAPC,0.331,0.651
ZINC12023874,LSM-1032,Saracatinib,ASC,0.32,0.651
ZINC09169221,LSM-2196,M3M3FBS,A549,0.317,0.651
ZINC15860501,LSM-6297,NCGC00346967-01,MCF10A,0.315,0.651
ZINC20530528,LSM-3941,"9-Octadecenamide,n-[(4-hydroxy-3-methoxyphenyl)methyl]-",HCC515,0.306,0.651
ZINC09410806,LSM-4072,Zatebradine,A549,0.303,0.651
ZINC56575280,LSM-45854,GSK962040,PC3,0.302,0.651
ZINC13571581,LSM-37037,KDM-103,NPC,0.298,0.651
ZINC65182632,LSM-37037,KDM-103,NPC,0.298,0.651
ZINC67560582,LSM-4581,CHEMDIV3_001301,PC3,0.296,0.651
ZINC21159716,LSM-1145,Olaparib,HCC515,0.296,0.651
ZINC60358717,LSM-4930,"N,N-Dimethyl-n'-{5-[(2-methyl-4-quinolyl)thio]-1,3,4-thiadiazol-2-yl}iminoformamide",ASC,0.292,0.651
ZINC27668439,LSM-5433,Ziprasidone,HELA,0.291,0.651
ZINC41178269,LSM-1030,GSK-3 Inhibitor II,A549,0.29,0.651
ZINC29832773,LSM-3235,Spiperone,VCAP,0.287,0.651
ZINC35641291,LSM-3706,SMR000651468,A375,0.285,0.651
ZINC64873886,LSM-5062,AC1NQXBX,MCF7,0.282,0.651
ZINC28955929,LSM-5062,AC1NQXBX,MCF7,0.282,0.651
ZINC16012559,LSM-4844,AK-968/41923934,VCAP,0.281,0.651
ZINC16012559,LSM-4844,AK-968/41923934,VCAP,0.281,0.651
ZINC37065563,LSM-3667,IMD-0354,HCT116,0.281,0.651
ZINC38508185,LSM-3667,IMD-0354,HCT116,0.281,0.651
ZINC12288017,LSM-45888,SB271046,HA1E,0.274,0.651
ZINC09637180,LSM-2089,SMR000002300,PC3,0.271,0.651
ZINC12946575,LSM-43120,MLS000589843,THP1,0.27,0.651
ZINC40108053,LSM-45586,GW842166X,HA1E,0.269,0.651
ZINC40108054,LSM-45586,GW842166X,HA1E,0.269,0.651
ZINC43758561,LSM-5550,Pregnenolone,MCF7,0.263,0.651
ZINC34979373,LSM-44602,MW-SHH-54,HEPG2,0.263,0.651
ZINC39443580,LSM-1792,CHEMBL3182318,A375,0.263,0.651
ZINC39665249,LSM-2550,Pirenperone,VCAP,0.262,0.651
ZINC39665250,LSM-2550,Pirenperone,VCAP,0.262,0.651
ZINC09323362,LSM-41171,BRD-K71673735,PC3,0.26,0.651
ZINC09317487,LSM-4943,BRD32048,MCF7,0.259,0.651
ZINC57383507,LSM-3070,ML216,VCAP,0.258,0.651
ZINC25492130,LSM-29349,BRD-K28610502-001-01-0,VCAP,0.254,0.651
ZINC65199877,LSM-2705,SMR001317718,VCAP,0.252,0.651
ZINC63360693,LSM-3198,10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,MCF7,0.252,0.651
ZINC09726334,LSM-3634,SSR 69071,VCAP,0.25,0.651
ZINC66214468,LSM-7524,BRD-K52371706,VCAP,0.249,0.651
ZINC34774713,LSM-39753,CHEMBL3184905,HT29,0.249,0.651
ZINC35378826,LSM-45553,XL888,YAPC,0.242,0.651
ZINC35778684,LSM-41639,BRD-K80058284,HT29,0.242,0.651
ZINC36205601,LSM-4941,CAY10603,HT115,0.241,0.651
ZINC02397488,LSM-3555,ZINC00969081,ASC,0.241,0.651
ZINC35137369,LSM-5809,WZ 3146,A549,0.241,0.651
ZINC33400458,LSM-38863,BRD-K29309835,PC3,0.24,0.651
ZINC09227973,LSM-39879,SA-1937536,MCF7,0.24,0.651
ZINC20685319,LSM-38047,BRD-K14989056,VCAP,0.238,0.651
ZINC63425351,LSM-45259,SNX-2112 (PF-04928473),MCF7,0.238,0.651
ZINC39637290,LSM-40004,BRD-K49148914,VCAP,0.236,0.651
ZINC15002544,LSM-41573,BRD-K78816294,MCF7,0.234,0.651
ZINC15002547,LSM-41573,BRD-K78816294,MCF7,0.234,0.651
ZINC25537676,LSM-2403,MLS000095184,HT29,0.23,0.651
ZINC64416687,LSM-4335,Doxazosin,HT29,0.23,0.651
ZINC38597825,LSM-40372,CHEMBL3188197,A375,0.23,0.651
ZINC60356526,LSM-45457,Amineptine,A375,0.228,0.651
ZINC35513985,LSM-3553,MLS-0435541.0001,NPC,0.227,0.651
ZINC54805484,LSM-2446,CHEMBL1716096,MCF7,0.227,0.651
ZINC39396518,LSM-29353,CHEMBL2130568,SKB,0.226,0.651
ZINC65128909,LSM-3599,AC1MCK4Q,A549,0.225,0.651
ZINC33957381,LSM-44799,BRD-K56215828,A375,0.225,0.651
ZINC67442226,LSM-3192,SMR000043634,HT29,0.221,0.651
ZINC66346630,LSM-5372,AC1L24QB,VCAP,0.22,0.651
ZINC66346634,LSM-5372,AC1L24QB,VCAP,0.22,0.651
ZINC16688542,LSM-41129,BRD-K70842558,MCF7,0.219,0.651
ZINC35449499,LSM-12631,BRD-K68849294,A549,0.212,0.651
ZINC44458070,LSM-4465,CBDIVE_007485,PHH,0.21,0.651
ZINC28894662,LSM-3240,UNII-Q85IYK36S4,HA1E,0.199,0.651
ZINC11782370,LSM-2449,MLS002699816,HEPG2,0.198,0.651
ZINC24145180,LSM-1482,CHEMBL153158,HA1E,0.198,0.651
ZINC32759348,LSM-4808,Pimelic diphenylamide 106,MCF7,0.197,0.651
ZINC13833787,LSM-2605,MLS001065837,PC3,0.192,0.651
ZINC05076400,LSM-3328,YM-298198,NPC,0.187,0.651
ZINC19294733,LSM-45600,Vidofludimus,PC3,0.183,0.651
ZINC63747031,LSM-37564,SA-1939891,NKDBA,0.181,0.651
ZINC39665063,LSM-37564,SA-1939891,NKDBA,0.181,0.651
ZINC39665065,LSM-37564,SA-1939891,NKDBA,0.181,0.651
ZINC09387145,LSM-37564,SA-1939891,NKDBA,0.181,0.651
ZINC58687003,LSM-6279,N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,HCC515,0.181,0.651
ZINC36038430,LSM-8888,BRD-K07625901,VCAP,0.178,0.651
ZINC15207441,LSM-5897,JSH-23,DV90,0.175,0.651
ZINC36648972,LSM-37884,BRD-K11932360,A549,0.167,0.651
ZINC06184257,LSM-2472,Phenamil,VCAP,0.164,0.651
ZINC03248137,LSM-4755,"N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide",HCC515,0.162,0.651
ZINC12456073,LSM-3007,BP-554,VCAP,0.42,0.65
ZINC14720090,LSM-45916,Linagliptin,PC3,0.36,0.65
ZINC24829994,LSM-45916,Linagliptin,PC3,0.36,0.65
ZINC62580830,LSM-2342,MLS000033898,VCAP,0.339,0.65
ZINC40983992,LSM-41195,BRD-K72425572,PC3,0.33,0.65
ZINC29675364,LSM-3485,Pifithrin,MCF7,0.33,0.65
ZINC64030169,LSM-2747,MLS002473453,VCAP,0.328,0.65
ZINC25505422,LSM-4752,CHEMDIV3_007230,A549,0.323,0.65
ZINC40903451,LSM-37414,BRD-K02515288,A549,0.319,0.65
ZINC64600405,LSM-22739,SMR000064811,PC3,0.316,0.65
ZINC63491547,LSM-22739,SMR000064811,PC3,0.316,0.65
ZINC11882281,LSM-40948,BRD-K67485291,HT29,0.315,0.65
ZINC49213333,LSM-2663,MLS-0390923.0001,PC3,0.314,0.65
ZINC22089220,LSM-2266,MLS000081884,HT29,0.312,0.65
ZINC50326136,LSM-1480,MLS002703292,VCAP,0.31,0.65
ZINC19945194,LSM-1480,MLS002703292,VCAP,0.31,0.65
ZINC37282742,LSM-1480,MLS002703292,VCAP,0.31,0.65
ZINC08996830,LSM-3941,"9-Octadecenamide,n-[(4-hydroxy-3-methoxyphenyl)methyl]-",HCC515,0.306,0.65
ZINC10039651,LSM-3882,ML239,HCT116,0.304,0.65
ZINC38582672,LSM-43059,Panobinostat,HA1E,0.299,0.65
ZINC09461972,LSM-4541,BAS 08302902,ASC,0.298,0.65
ZINC11846377,LSM-4541,BAS 08302902,ASC,0.298,0.65
ZINC26728357,LSM-4571,BIX01294,NPC,0.297,0.65
ZINC09018582,LSM-4612,CHEMDIV3_001232,ASC,0.296,0.65
ZINC04651315,LSM-38732,BRD-K26893932,MCF7,0.295,0.65
ZINC02127726,LSM-2217,GW 405833,HT29,0.294,0.65
ZINC36123680,LSM-6791,BRD-K30511626,A549,0.294,0.65
ZINC48375022,LSM-3563,TRAP-101,MCF7,0.293,0.65
ZINC48375023,LSM-3563,TRAP-101,MCF7,0.293,0.65
ZINC14321012,LSM-45812,R547,HT29,0.292,0.65
ZINC08790655,LSM-1143,Trametinib,MCF10A,0.287,0.65
ZINC04955856,LSM-2765,"5-Bromo-n-(6-butyl-1,3-benzothiazol-2-yl)furan-2-carboxamide",HT29,0.282,0.65
ZINC29069152,LSM-45958,RG7388,MCF7,0.277,0.65
ZINC04904950,LSM-45339,,HL60,0.277,0.65
ZINC04904950,LSM-45339,,HL60,0.277,0.65
ZINC11068221,LSM-45339,,HL60,0.277,0.65
ZINC01069243,LSM-3456,SMR000151874,HCC515,0.277,0.65
ZINC64700842,LSM-4724,ZINC02868881,MCF7,0.275,0.65
ZINC64702779,LSM-4724,ZINC02868881,MCF7,0.275,0.65
ZINC62966982,LSM-3260,Ambroxol,HT29,0.275,0.65
ZINC41845425,LSM-4893,Parbendazole,SKMEL1,0.274,0.65
ZINC27549398,LSM-42836,AO-081/15245014,SKB,0.274,0.65
ZINC40101543,LSM-2379,Amiodarone,NPC,0.274,0.65
ZINC33034048,LSM-45888,SB271046,HA1E,0.274,0.65
ZINC09324914,LSM-2089,SMR000002300,PC3,0.271,0.65
ZINC11871109,LSM-10141,MLS003128703,VCAP,0.267,0.65
ZINC11871111,LSM-10141,MLS003128703,VCAP,0.267,0.65
ZINC09205337,LSM-38596,BRD-K24251672,VCAP,0.267,0.65
ZINC32447679,LSM-4851,1-{1-[4-(Morpholine-4-sulfonyl)-phenyl]-piperidin-4-ylmethyl}-3-o-tolyl-urea,VCAP,0.267,0.65
ZINC13064775,LSM-45824,Etravirine (TMC125),MCF7,0.267,0.65
ZINC24922090,LSM-5577,MLS002232309,MCF10A,0.266,0.65
ZINC49206406,LSM-4894,Methiazole,HA1E,0.266,0.65
ZINC49283962,LSM-4894,Methiazole,HA1E,0.266,0.65
ZINC36492638,LSM-45669,AGI-5198,YAPC,0.263,0.65
ZINC02720986,LSM-5873,VX222,VCAP,0.262,0.65
ZINC35987602,LSM-40327,SA-89735,MCF7,0.261,0.65
ZINC40322148,LSM-4614,DHPC1_000782,A549,0.261,0.65
ZINC40322776,LSM-4614,DHPC1_000782,A549,0.261,0.65
ZINC39534516,LSM-45426,BTS 54-505 hydrochloride,YAPC,0.256,0.65
ZINC00711768,LSM-4944,MLN 2238,SKM1,0.256,0.65
ZINC07002773,LSM-7730,BRD-K66110520,VCAP,0.254,0.65
ZINC07002777,LSM-7730,BRD-K66110520,VCAP,0.254,0.65
ZINC57406140,LSM-7730,BRD-K66110520,VCAP,0.254,0.65
ZINC07002775,LSM-7730,BRD-K66110520,VCAP,0.254,0.65
ZINC12783079,LSM-45390,Omecamtiv mecarbil (CK-1827452),YAPC,0.253,0.65
ZINC18781883,LSM-2705,SMR001317718,VCAP,0.252,0.65
ZINC14221864,LSM-5455,Sulfamethizole,PC3,0.25,0.65
ZINC36502056,LSM-1149,SCHEMBL570779,HEPG2,0.25,0.65
ZINC43263721,LSM-3740,CHEMBL1509101,HCC515,0.25,0.65
ZINC20865729,LSM-3643,"ICI-199,441",NPC,0.249,0.65
ZINC15087765,LSM-2643,MLS001065859,PC3,0.248,0.65
ZINC33326754,LSM-1226,Regorafenib,HA1E,0.248,0.65
ZINC36538240,LSM-2555,MLS002415567,PC3,0.247,0.65
ZINC65192259,LSM-1609,Fenoldopam,HELA,0.246,0.65
ZINC11603753,LSM-11109,BRD-K43931839,VCAP,0.244,0.65
ZINC67637948,LSM-45324,,HA1E,0.243,0.65
ZINC67637951,LSM-45324,,HA1E,0.243,0.65
ZINC45860694,LSM-5739,Aminohippuric acid,MCF7,0.242,0.65
ZINC18599746,LSM-45341,,HL60,0.241,0.65
ZINC65265792,LSM-45591,AMD-070 (hydrochloride),HT29,0.239,0.65
ZINC12098648,LSM-38057,BRD-K15168329,A375,0.238,0.65
ZINC49241400,LSM-5396,Procaine,PC3,0.236,0.65
ZINC12578197,LSM-37082,BRD-K41824522,NPC,0.236,0.65
ZINC34996211,LSM-1305,Norketamine,HCC515,0.236,0.65
ZINC63376143,LSM-40074,BRD-K50790730,A549,0.235,0.65
ZINC63270485,LSM-40074,BRD-K50790730,A549,0.235,0.65
ZINC35807801,LSM-3183,Arctigenin,VCAP,0.234,0.65
ZINC33936811,LSM-38282,BRD-K18891555,VCAP,0.232,0.65
ZINC06409810,LSM-38282,BRD-K18891555,VCAP,0.232,0.65
ZINC21314892,LSM-4335,Doxazosin,HT29,0.23,0.65
ZINC63490347,LSM-4335,Doxazosin,HT29,0.23,0.65
ZINC29720542,LSM-36824,AC1MFX8K,SKM1,0.229,0.65
ZINC14467263,LSM-45559,SB 242235,HT29,0.229,0.65
ZINC63996730,LSM-4469,CHEMDIV3_007318,VCAP,0.227,0.65
ZINC35664456,LSM-37451,BRD-K03228956,HT29,0.227,0.65
ZINC44612244,LSM-3006,SMR000031475,MCF7,0.225,0.65
ZINC49563552,LSM-10644,BRD-K36656125,A375,0.223,0.65
ZINC02378623,LSM-4531,ST078797,NPC,0.221,0.65
ZINC29763898,LSM-4617,Tyrphostin A9,HUH7,0.219,0.65
ZINC36560526,LSM-37752,BRD-K09014535,HT29,0.217,0.65
ZINC12833065,LSM-45820,Letermovir,MCF7,0.216,0.65
ZINC39655471,LSM-41278,BRD-K73722380,PC3,0.215,0.65
ZINC32774223,LSM-12621,BRD-K68735643,A549,0.215,0.65
ZINC24719161,LSM-2392,MLS001065860,VCAP,0.214,0.65
ZINC09442735,LSM-2392,MLS001065860,VCAP,0.214,0.65
ZINC64971090,LSM-43150,Phylloquinone,A375,0.214,0.65
ZINC23277556,LSM-5330,GW501516,MCF7,0.213,0.65
ZINC20841438,LSM-4751,856437-59-7,PC3,0.212,0.65
ZINC14023430,LSM-3682,AC1N0AAO,A549,0.21,0.65
ZINC37317792,LSM-4182,MLS002264511,HEPG2,0.209,0.65
ZINC65265834,LSM-38573,BRD-K23886631,A375,0.2,0.65
ZINC16363225,LSM-45727,Lisofylline,HT29,0.197,0.65
ZINC39594268,LSM-40248,BRD-K54335715,NPC,0.196,0.65
ZINC12412605,LSM-4475,352208-42-5,PHH,0.195,0.65
ZINC11699055,LSM-3616,MRS 1754,HCC515,0.195,0.65
ZINC21046765,LSM-10429,BRD-K32916048,VCAP,0.194,0.65
ZINC33013472,LSM-10429,BRD-K32916048,VCAP,0.194,0.65
ZINC62316935,LSM-5225,Clemizole,HELA,0.19,0.65
ZINC62105777,LSM-5225,Clemizole,HELA,0.19,0.65
ZINC16371727,LSM-2126,SCHEMBL2560486,HA1E,0.188,0.65
ZINC66966221,LSM-12588,BRD-K68236123,VCAP,0.184,0.65
ZINC38740463,LSM-8326,BRD-K67669478,VCAP,0.184,0.65
ZINC61887240,LSM-3653,NB-Acetyltryptamine,ASC,0.184,0.65
ZINC09684726,LSM-2147,CHEMBL2133358,PC3,0.183,0.65
ZINC09684720,LSM-2147,CHEMBL2133358,PC3,0.183,0.65
ZINC10369745,LSM-37564,SA-1939891,NKDBA,0.181,0.65
ZINC10015239,LSM-37564,SA-1939891,NKDBA,0.181,0.65
ZINC39710206,LSM-45419,Adoprazine,HELA,0.181,0.65
ZINC39710208,LSM-45419,Adoprazine,HELA,0.181,0.65
ZINC39710209,LSM-45419,Adoprazine,HELA,0.181,0.65
ZINC48287760,LSM-42199,BRD-K90310644,PC3,0.18,0.65
ZINC41058433,LSM-1525,MLS002703291,MCF7,0.178,0.65
ZINC14763897,LSM-3363,AC1M43RN,MCF7,0.178,0.65
ZINC47807497,LSM-9430,BRD-K16533918,A549,0.174,0.65
ZINC09353461,LSM-15072,BRD-K01282863,MCF7,0.173,0.65
ZINC65691446,LSM-4086,CID 75577922,VCAP,0.17,0.65
CHEMBL52882,LSM-3069,171179-06-9,HT29,0.17,0.65
CHEMBL52882,LSM-3069,171179-06-9,HT29,0.17,0.65
CHEMBL52882,LSM-3069,171179-06-9,HT29,0.17,0.65
CHEMBL52882,LSM-3069,171179-06-9,HT29,0.17,0.65
ZINC08937032,LSM-36715,CHEMDIV3_016432,HEPG2,0.17,0.65
ZINC39933366,LSM-3479,CHEMBL1270607,MCF7,0.168,0.65
ZINC42869814,LSM-4250,Hexylresorcinol,A549,0.166,0.65
ZINC39743678,LSM-43007,SR-03000001970,PC3,0.165,0.65
ZINC40985849,LSM-3633,MLS001065913,PC3,0.164,0.65
ZINC40985850,LSM-3633,MLS001065913,PC3,0.164,0.65
ZINC12844452,LSM-4755,"N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide",HCC515,0.162,0.65
ZINC40846985,LSM-4755,"N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide",HCC515,0.162,0.65
ZINC36628032,LSM-6318,JW 55,HCC515,0.389,0.649
ZINC01973074,LSM-45916,Linagliptin,PC3,0.36,0.649
ZINC04736450,LSM-5110,Pranoprofen,MCF7,0.34,0.649
ZINC46774820,LSM-2251,Glipizide,PC3,0.332,0.649
ZINC63731549,LSM-38385,BRD-K20624574,VCAP,0.331,0.649
ZINC24146173,LSM-3952,RS504393,VCAP,0.33,0.649
ZINC39675514,LSM-2586,Pipamperone,HCC515,0.325,0.649
ZINC39675517,LSM-2586,Pipamperone,HCC515,0.325,0.649
ZINC58522370,LSM-39458,SCHEMBL17783882,MCF7,0.322,0.649
ZINC43246485,LSM-32192,BAS 09531330,PC3,0.317,0.649
ZINC25011945,LSM-32192,BAS 09531330,PC3,0.317,0.649
ZINC04288501,LSM-2196,M3M3FBS,A549,0.317,0.649
ZINC39693477,LSM-1919,GR-89696,VCAP,0.314,0.649
ZINC47136962,LSM-2663,MLS-0390923.0001,PC3,0.314,0.649
ZINC53208252,LSM-5300,Nialamide,MCF7,0.314,0.649
ZINC39677237,LSM-1958,SMR000390896,VCAP,0.311,0.649
ZINC56819040,LSM-43472,BRD-K41344641,A549,0.31,0.649
ZINC02595211,LSM-2699,Tolazamide,HT29,0.305,0.649
ZINC64746554,LSM-2699,Tolazamide,HT29,0.305,0.649
ZINC12215965,LSM-39202,BRD-K35213218,VCAP,0.304,0.649
ZINC63162427,LSM-3882,ML239,HCT116,0.304,0.649
ZINC04277862,LSM-2182,Zolantidine,HEPG2,0.298,0.649
ZINC40172020,LSM-1136,TPCA-1,MDAMB231,0.297,0.649
ZINC27575958,LSM-5792,Zafirlukast,YAPC,0.296,0.649
ZINC55512330,LSM-4612,CHEMDIV3_001232,ASC,0.296,0.649
ZINC12139945,LSM-5415,Clopidogrel,A549,0.295,0.649
ZINC10013317,LSM-10798,BRD-K39066612,VCAP,0.293,0.649
ZINC25679596,LSM-6214,CHEMBL258148,MCF7,0.292,0.649
ZINC21927431,LSM-2100,CAM-9-021,VCAP,0.289,0.649
ZINC35073289,LSM-2638,CHEMBL578162,VCAP,0.288,0.649
ZINC38891919,LSM-43290,Pracinostat,PC3,0.288,0.649
ZINC12881981,LSM-1143,Trametinib,MCF10A,0.287,0.649
ZINC12881985,LSM-1143,Trametinib,MCF10A,0.287,0.649
ZINC36490806,LSM-45970,,A375,0.286,0.649
ZINC63818954,LSM-45609,Zaurategrast,MCF7,0.284,0.649
ZINC62562708,LSM-45516,ZK 200775,HA1E,0.279,0.649
ZINC45285656,LSM-1392,SB 205384,MCF7,0.275,0.649
ZINC42010930,LSM-45312,"2-(2-Bromo-4-methyl-phenylamino)-pyrido[3,2-e][1,3]thiazin-4-one",HL60,0.275,0.649
ZINC03464793,LSM-2619,CHEMBL3182146,HA1E,0.275,0.649
ZINC03464789,LSM-2619,CHEMBL3182146,HA1E,0.275,0.649
ZINC27526551,LSM-2089,SMR000002300,PC3,0.271,0.649
ZINC12498127,LSM-1428,"L-689,560",SKB,0.269,0.649
ZINC15099424,LSM-4890,Troglitazone,VCAP,0.268,0.649
ZINC19566306,LSM-4890,Troglitazone,VCAP,0.268,0.649
ZINC32902361,LSM-38596,BRD-K24251672,VCAP,0.267,0.649
ZINC03467440,LSM-3600,Clobenpropit,PC3,0.267,0.649
ZINC19329900,LSM-38660,SA-1925610,NKDBA,0.266,0.649
ZINC22734851,LSM-3863,Repaglinide,YAPC,0.265,0.649
ZINC23858537,LSM-3863,Repaglinide,YAPC,0.265,0.649
ZINC32729350,LSM-3863,Repaglinide,YAPC,0.265,0.649
ZINC24143228,LSM-40921,CHEMBL3181961,A549,0.263,0.649
ZINC01038104,LSM-1945,AC1MSQZQ,PC3,0.26,0.649
ZINC63718199,LSM-1460,BRD-A07407288,A375,0.26,0.649
ZINC04704173,LSM-43022,AC1NVEUR,HT29,0.259,0.649
ZINC20934359,LSM-3721,RS-17053,ASC,0.259,0.649
ZINC39665853,LSM-5849,Bromperidol,PC3,0.254,0.649
ZINC39665665,LSM-5849,Bromperidol,PC3,0.254,0.649
ZINC39666064,LSM-5849,Bromperidol,PC3,0.254,0.649
ZINC12002189,LSM-2705,SMR001317718,VCAP,0.252,0.649
ZINC22413744,LSM-3781,Ioxaglic acid,VCAP,0.252,0.649
ZINC49429493,LSM-3426,Thioperamide,PHH,0.252,0.649
ZINC66272023,LSM-3426,Thioperamide,PHH,0.252,0.649
ZINC20618079,LSM-2928,E4031,HEPG2,0.251,0.649
ZINC12040427,LSM-2172,RS-100329,HA1E,0.25,0.649
ZINC20358346,LSM-12016,BRD-K59340545,VCAP,0.249,0.649
ZINC14240717,LSM-45249,Dabigatran Etexilate,MCF7,0.248,0.649
ZINC39666593,LSM-2850,Domperidone,HCC515,0.244,0.649
ZINC39666595,LSM-2850,Domperidone,HCC515,0.244,0.649
ZINC50001328,LSM-1936,Indapamide,PC3,0.242,0.649
